id;name;type;mttf;eff;aquisitionCost
1;GeneratorGroup5001;GeneratorGroup500;1466.0880079551116;66355.16833903248;24.442093377202777
2;GeneratorGroup5002;GeneratorGroup500;1146.3196916102477;65616.73842391593;24.312966402899843
3;GeneratorGroup5003;GeneratorGroup500;2023.6175205579275;54947.581520604785;25.118138718383133
4;GeneratorGroup5004;GeneratorGroup500;2310.2534688323312;49407.52674043471;25.259745060095764
5;GeneratorGroup5005;GeneratorGroup500;2041.1373571415147;64589.11575389264;24.826795796933467
1;JunctionBox1;JunctionBox;3823269.92472326;163.9590260960922;98.08588659403681
2;JunctionBox2;JunctionBox;4929127.736299103;120.50284362372426;98.17626192696339
3;JunctionBox3;JunctionBox;5656232.751680176;153.27637267653793;95.07961850879332
4;JunctionBox4;JunctionBox;7774463.41964394;113.7535244425581;99.85068307090987
5;JunctionBox5;JunctionBox;6462536.558231043;153.03027309220698;98.52871070900638
